"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VXW4RHCW","thesis","2015","Sedal, Audrey","Recovering elastic energy in a single-legged hopping robot","","","","","","","2015","2020-03-29 15:21:58","2020-03-29 15:21:58","","","","","","","","","","","","","Massachusetts Institute of Technology","","","","PhD Thesis","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I9EL2RGR","thesis","2016","Alajlan, Abrar M.","A Highly Reliable, Low Power Consumption, Low-Cost Multisensory Based System For Autonomous Navigational Mobile Robot","","","","","","","2016","2020-03-29 15:21:58","2020-03-29 15:21:58","","","","","","","","","","","","","","","","","PhD Thesis","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7B5J9IH6","journalArticle","2018","Chmel, Bc Jakub","Energy Optimization of Robotic Cells with Single Robot and m Machines","","","","","","","2018","2020-03-29 15:21:58","2020-03-29 15:21:58","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39TTPFCD","journalArticle","2020","Hobart, Clinton G.; Mazumdar, Anirban; Spencer, Steven J.; Quigley, Morgan; Smith, Jesper P.; Bertrand, Sylvain; Pratt, Jerry; Kuehl, Michael; Buerger, Stephen P.","Achieving Versatile Energy Efficiency With the WANDERER Biped Robot","IEEE Transactions on Robotics","","","","","","2020","2020-03-29 15:21:58","2020-03-29 15:21:58","","","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UBXRBMWM","conferencePaper","2019","Wang, Jue; Chen, Genliang; Wang, Hao","Wireless Power and SIMO Control Based on Magnetic Coupling Resonance Using in Delta Robot","International Design Engineering Technical Conferences and Computers and Information in Engineering Conference","","","","","","2019","2020-03-29 15:21:58","2020-03-29 15:21:58","","V05BT07A003","","","59247","","","","","","","","American Society of Mechanical Engineers","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YD96K6RD","journalArticle","2013","Ahmad, Muhammad Faris Bin","High power lithium battery management system for MINDEF s humanoid robot.","","","","","","","2013","2020-03-29 15:21:58","2020-03-29 15:21:58","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AASYPEHB","patent","2018","Hosek, Martin; Sah, Sripati","Movable Power Coupling and a Robot with Movable Power Coupling","","","","","","","2018-04-19","2020-03-29 15:21:58","2020-03-29 15:21:58","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIDXQ3CJ","patent","2018","Hosek, Martin; Sah, Sripati","Movable Power Coupling and a Robot with Movable Power Coupling","","","","","","","2018-04-19","2020-03-29 15:21:58","2020-03-29 15:21:58","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVSG2TXV","journalArticle","2020","Kaitwanidvilai, Somyot; Chanarungruengkij, Veerasak; Konghuayrob, Poom","Remote Sensing to Minimize Energy Consumption of Six-axis Robot Arm Using Particle Swarm Optimization and Artificial Neural Network to Control Changes in Real Time","Sensors and Materials","","","","","","2020","2020-03-29 15:27:49","2020-03-29 15:27:49","","499–510","","2","32","","","","","","","","","","","","","","","Google Scholar","","Publisher: MYU, SCIENTIFIC PUBLISHING DIVISION 1-23-3-303 SENDAGI, TOKYO, 113-0022, JAPAN","","C:\Users\StanS\Zotero\storage\SCAKZ5YZ\Kaitwanidvilai et al. - 2020 - Remote Sensing to Minimize Energy Consumption of S.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INYNQR5K","conferencePaper","2013","Pradhan, Neeraj; Dubey, Roopak; Krishna, K. Madhava; Chowdhury, Shubhajit Roy","Low Power Two-Tier GALS Architecture for Multi Robot Collision Avoidance","Proceedings of Conference on Advances In Robotics","","","","","","2013","2020-03-29 15:27:49","2020-03-29 15:27:49","","1–6","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\ZKAL7UVU\2506095.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NASYD7WP","journalArticle","2020","Singh, Rashbir; Chadha, Gulpreet Kaur; Deep, Vikas; Mehrotra, Deepti","Self-Power Generating Indoor Air Purifier Robot","International Journal of Computing and Digital Systems","","","","","","2020","2020-03-29 15:27:49","2020-03-29 15:27:49","","","","1","9","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\3QE7NMUQ\Singh et al. - 2020 - Self-Power Generating Indoor Air Purifier Robot.pdf; C:\Users\StanS\Zotero\storage\XKRVZHUP\3702.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"724EG6H6","journalArticle","2019","Jiang, Wei; Zhang, An; Wu, Gongping; Yu, Lianqing; Li, Hong Jun; Du, Lizhen; Chen, Wei","Manipulator visual localization motion control for power cable mobile robot in dynamic-unstructured environment","Industrial Robot: the international journal of robotics research and application","","","","","","2019","2020-03-29 15:27:49","2020-03-29 15:27:49","","","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: Emerald Publishing Limited","","C:\Users\StanS\Zotero\storage\TB8NJA6Y\html.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KEFETG4R","journalArticle","2019","Zhang, Yongnian; Luo, Xiaofei; Zhu, Cong; Lu, Wei; Wang, Xiaochan","Optimization of Gait Parameters for Energy Efficiency Improvement of Farmland Robot Based on Orthogonal Experiment Design","Tehnički vjesnik","","","","","","2019","2020-03-29 15:27:49","2020-03-29 15:27:49","","703–709","","3","26","","","","","","","","","","","","","","","Google Scholar","","Publisher: Strojarski fakultet u Slavonskom Brodu, Elektrotehnički fakultet u Osijeku …","","C:\Users\StanS\Zotero\storage\MGTANV8W\Zhang et al. - 2019 - Optimization of Gait Parameters for Energy Efficie.pdf; C:\Users\StanS\Zotero\storage\Q9NK4CBX\220995.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3W5W7JF2","journalArticle","","Pratihar, Dilip Kumar","Effects of turning gait parameters on energy consumption and stability of a six-legged walking robot","","","","","","","","2020-03-29 15:27:49","2020-03-29 15:27:49","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\RSSYA4DH\Pratihar - Effects of turning gait parameters on energy consu.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GPN6B5HU","journalArticle","","Agnew, Nicholas; Brownlow, Peter; Dissanayake, Gamini; Hartanto, Yohan; Heinitz, Shannan; Karol, Alankar; Stanton, Christopher; Trieu, Michael; Williams, Mary-Anne; Zeman, Astrid","Robot World Cup Soccer: The Power of UTS Unleashed!","","","","","","","","2020-03-29 15:27:49","2020-03-29 15:27:49","","","","","","","","Robot World Cup Soccer","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\GGJDJB4Q\Agnew et al. - Robot World Cup Soccer The Power of UTS Unleashed.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9AITTNT4","patent","2019","Lee, Jin Yong","Compressed air-based autonomous power generation system for stand-alone industrial robot jigs","","","","","","","2019-11-14","2020-03-29 15:27:49","2020-03-29 15:27:49","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","C:\Users\StanS\Zotero\storage\HVE95ZTT\en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36DZMYQ2","journalArticle","2012","SAINT-RAYMOND, Louis","Building of a mobile robot: Sensing or Moving, Time and Energy.","","","","","","","2012","2020-03-29 15:27:49","2020-03-29 15:27:49","","","","","","","","Building of a mobile robot","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QI9ZD7J3","book","2016","Sita, Enrico","Hybrid genetic algorithms for energy efficient path placement of a 6 DOF robot manipulator","","","","","","","2016","2020-03-29 15:27:49","2020-03-29 15:27:49","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\VUSG6G2J\Sita - 2016 - Hybrid genetic algorithms for energy efficient pat.pdf; C:\Users\StanS\Zotero\storage\XDUYU25F\record.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E36WN3VP","conferencePaper","2019","Hovgard, Mattias; Lennartson, Bengt; Bengtsson, Kristofer","Energy-Optimal Timing of Robot Stations Subject to Gaussian Disturbances","2019 24th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA)","","","","","","2019","2020-03-29 15:28:18","2020-03-29 15:28:18","","1441–1444","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\YSFHVK5K\8869250.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTCAJE7","journalArticle","2018","Jiang, Li; Sun, Bingqian; Gu, Haiwei","A Power Series Based Inverse-Kinematics Solution of Humanoid Robot Finger with Coupled Joints","International Journal of Humanoid Robotics","","","","","","2018","2020-03-29 15:28:18","2020-03-29 15:28:18","","1850016","","04","15","","","","","","","","","","","","","","","Google Scholar","","Publisher: World Scientific","","C:\Users\StanS\Zotero\storage\H43JJTYY\S0219843618500160.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AM5LBN2F","thesis","2016","최근준","Energy-Optimal Trajectory Generation and Task Scheduling for Multiple Robot Manipulators","","","","","","","2016","2020-03-29 15:28:18","2020-03-29 15:28:18","","","","","","","","","","","","","서울대학교 대학원","","","","PhD Thesis","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\4GYTC7HI\최근준 - 2016 - Energy-Optimal Trajectory Generation and Task Sche.pdf; C:\Users\StanS\Zotero\storage\DGLN6XJA\123905.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F6ZXV4Y4","journalArticle","2018","Wang, Yi; Ma, Jitong; Zhang, Zhe; Zhao, Hongmei; Teng, Juyuan; He, Yu; Xu, Hongbin","Harvesting sequence planning of a harvesting robot based on the principle of minimum energy consumption","The Journal of Engineering","","","","","","2018","2020-03-29 15:28:18","2020-03-29 15:28:18","","1447–1456","","16","2018","","","","","","","","","","","","","","","Google Scholar","","Publisher: IET","","C:\Users\StanS\Zotero\storage\5JSGY4S3\8543703.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VFSN2J92","thesis","2015","Fotue-Tatchum, Florent","Power and interface design of an autonomous humanoid robot","","","","","","","2015","2020-03-29 15:28:18","2020-03-29 15:28:18","","","","","","","","","","","","","Texas A&M University-Kingsville","","","","PhD Thesis","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\SEQ2SLX4\1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F29TPYC9","journalArticle","","Bhounsule, Pranav A.; Cortell, Jason; Hendriksen, Bram; Karssen, JG Daniël; Paul, Chandana; Ruina, Andy","PRE-PRINT A robot that walked 65 km on a single charge: energy-effective and reliable locomotion using trajectory optimization and stabilization from reflexes","","","","","","","","2020-03-29 15:28:18","2020-03-29 15:28:18","","","","","","","","PRE-PRINT A robot that walked 65 km on a single charge","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\QIAB83UY\Bhounsule et al. - PRE-PRINT A robot that walked 65 km on a single ch.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VMCI8SUQ","thesis","2016","Yang, Zongyi","Robot Brachiation With Energy Control","","","","","","","2016","2020-03-29 15:28:18","2020-03-29 15:28:18","","","","","","","","","","","","","Carnegie Mellon University Pittsburgh","","","","PhD Thesis","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\FLI5D9T3\Yang - 2016 - Robot Brachiation With Energy Control.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
